what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460517217937
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460517236875
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460517238718
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460517243203
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460517248218
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460517249203
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460517251562
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460517254578
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460517255921
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460517265453
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460517281921
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460517283796
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460517299703
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1460517306218
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1460517311921
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460517335109
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460517337000
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460517359921
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460517363906
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460517365078
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460517368578
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460517382812
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460517383828
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460517390421
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460517395781
