what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460532434140
started,bundle,org.eclipse.mylyn.java.tasks,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.java.tasks",1460532505125
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460532509781
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1460532510828
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460532512343
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460532517625
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1460532517625
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460532519109
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460532527984
activated,editor,org.eclipse.wst.html.ui,1.0.400.v200904292008,"org.eclipse.wst.html.core.htmlsource.source",1460532528000
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460532530171
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460532534703
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460532536140
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460532546250
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460532547625
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460532555625
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1460532555640
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1460532557984
started,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.200.v200904140255,"org.eclipse.wst.jsdt.web.support.jsp",1460532559625
opened,editor,org.eclipse.jst.jsp.ui,1.1.400.v200904292008,"org.eclipse.jst.jsp.core.jspsource.source",1460532559953
activated,editor,org.eclipse.jst.jsp.ui,1.1.400.v200904292008,"org.eclipse.jst.jsp.core.jspsource.source",1460532560062
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460532573937
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460532590171
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1460532603453
started,bundle,org.eclipse.ui.views.log,1.0.100.v20090527,"org.eclipse.ui.views.log",1460532613796
