what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1460518157953
activated,editor,org.eclipse.wst.html.ui,1.0.400.v200904292008,"org.eclipse.wst.html.core.htmlsource.source",1460518193125
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460518210328
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460518212078
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460518218609
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1460518224281
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460518231796
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460518233593
activated,editor,org.eclipse.wst.html.ui,1.0.400.v200904292008,"org.eclipse.wst.html.core.htmlsource.source",1460518237421
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460518242812
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460518263531
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460518266062
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460518270109
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460518274156
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460518278843
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460518283000
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460518284343
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460518286609
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460518297312
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460518298734
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460518302562
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460518305921
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460518307578
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460518316656
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460518323718
