what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460949493843
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460949497375
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1460949529109
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1460949531218
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1460949548625
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1460949551218
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1460949569625
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1460949571093
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1460949572656
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460949587921
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460949595515
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460949600578
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460949604671
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460949605187
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460949605921
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460949609671
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460949712640
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1460949714656
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1460949715421
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460949736421
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460949743375
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460949745296
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1460949829703
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460949832921
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1460949835484
